Product ID,Product Name,Category,Sub-Category,product_total_sales,product_total_profit,product_total_quantity
OFF-PA-10000357,Xerox 1888,Office Supplies,Paper,1231.656,539.2656,24
FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables,1231.56,96.2856,13
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,Technology,Phones,1229.836,127.483,21
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,1229.754,-11.9976,27
OFF-PA-10003228,Xerox 1917,Office Supplies,Paper,1222.75,574.6925,25
TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,1221.812,376.942,25
OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,1219.821,329.0478,38
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,1217.106,215.5548,47
TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Machines,1212.705,-1057.23,10
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,1207.2,80.48,20
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,1200.936,-256.5636,18
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,1193.818,278.848,30
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,1187.56,-30.2288,24
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,1184.232,448.7616,24
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,1184.032,319.616,34
OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders,1180.704,413.2464,12
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,1166.44,310.89,25
TEC-PH-10000455,GE 30522EE2,Technology,Phones,1159.9,336.371,10
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,1154.664,47.2815,25
TEC-PH-10002789,LG Exalt,Technology,Phones,1154.326,-212.1464,12
TEC-AC-10003610,Logitech�Illuminated - Keyboard,Technology,Accessories,1139.81,515.914,20
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,1135.028,75.2286,22
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,1125.148,260.953,34
TEC-PH-10001051,HTC One,Technology,Phones,1119.888,125.9874,14
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,1119.84,162.3768,19
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,1119.195,147.0942,22
OFF-ST-10000532,Advantus Rolling Drawer Organizers,Office Supplies,Storage,1115.92,233.1888,31
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,1115.64,-125.1996,33
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,1114.384,288.4288,28
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,1113.024,111.3024,8
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,1112.788,430.418,26
TEC-AC-10004353,Hypercom P1300 Pinpad,Technology,Accessories,1108.8,275.31,21
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,1105.728,467.0992,34
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,1102.888,404.289,41
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,1100.48,328.928,47
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,1100.4,138.336,34
OFF-PA-10003302,Xerox 1906,Office Supplies,Paper,1098.64,497.5776,32
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,1098.504,492.6624,21
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,1097.208,526.212,20
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,1089.936,-242.208,36
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,1088.64,-104.832,16
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,1087.92,-149.589,10
TEC-AC-10004568,Maxell�LTO Ultrium - 800 GB,Technology,Accessories,1086.012,156.4641,41
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,1085.238,130.6305,19
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,1073.903,364.7153,39
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,1073.676,188.508,30
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,1073.248,-121.96,20
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,1073.112,206.2662,27
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,1072.626,254.334,20
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,1072.344,-78.3636,9
TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,Phones,1070.304,133.788,12
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,1064.624,24.196,10
OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,1053.032,151.6595,21
OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,1051.776,277.2864,18
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,1047.736,340.5142,27
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,1042.08,291.7824,13
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,1042.068,294.3138,27
OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,1041.664,259.584,47
FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables,1040.625,-357.975,12
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,1039.87,43.1946,14
TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,Machines,1035.8,269.308,4
TEC-MA-10003176,Okidata B400 Printer,Technology,Machines,1029.6,115.83,3
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,Appliances,1023.352,-9.3032,6
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,1016.792,453.7624,28
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,1014.174,-418.548,10
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,1010.782,150.542,10
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,1007.979,43.1991,3
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories,1007.4,33.81,17
FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables,1007.262,-586.8396,13
TEC-AC-10003832,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive,Technology,Accessories,1007.152,342.5642,34
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings,1002.936,-267.4496,19
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,1002.364,124.6058,23
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,1000.728,100.0728,9
OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,980.232,198.132,30
OFF-PA-10003641,Xerox 1909,Office Supplies,Paper,970.784,400.976,40
FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs,969.252,204.3288,8
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,967.84,12.098,10
OFF-PA-10001815,Xerox 1885,Office Supplies,Paper,960.8,461.184,20
OFF-PA-10001497,Xerox 1914,Office Supplies,Paper,956.304,423.7416,19
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,953.82,-63.588,20
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,952.168,55.3812,26
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,949.026,247.572,17
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,948.228,241.1354,19
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,Envelopes,939.092,421.9816,16
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,937.848,130.4832,22
OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage,937.464,185.7173,29
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,935.1972,-125.7408,10
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,929.48,169.2632,21
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,927.768,37.9905,25
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,922.74,-133.4424,16
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,917.92,-415.9325,5
TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,Machines,917.898,393.2563,11
TEC-PH-10003885,Cisco SPA508G,Technology,Phones,910.662,207.8685,15
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,909.978,408.2604,24
TEC-PH-10000215,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,Technology,Phones,908.7,219.8355,27
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,904.552,133.3024,18
FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,901.506,44.166,44
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,901.03,147.03,40
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,899.75,132.0833,27
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,899.304,197.3944,34
TEC-AC-10000358,Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB,Technology,Accessories,888.966,196.0284,24
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,884.0,38.012,44
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,882.102,58.4649,11
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,881.192,170.8512,26
OFF-PA-10002254,Xerox 1883,Office Supplies,Paper,881.092,354.0196,37
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,879.832,334.584,32
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,873.636,149.9432,32
OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,872.256,-52.569,25
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,867.768,57.09,30
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,867.26,266.072,21
OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,865.488,375.0448,17
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,858.882,201.0716,26
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,858.858,-9.9372,17
OFF-PA-10000062,Green Bar Computer Printout Paper,Office Supplies,Paper,857.376,380.8728,17
FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,851.76,229.9752,12
OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage,849.312,-47.184,16
TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,846.216,95.1993,23
TEC-PH-10002115,Plantronics 81402,Technology,Phones,844.672,112.183,15
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,842.166,280.722,30
OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,834.6,-82.176,42
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,832.238,-91.5002,41
OFF-PA-10002377,Xerox 1916,Office Supplies,Paper,831.98,342.58,20
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,828.0965,-216.2545,11
OFF-ST-10002790,Safco Industrial Shelving,Office Supplies,Storage,827.12,-104.1285,13
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,825.174,-117.882,9
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,823.252,-17.0328,16
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,822.738,311.7744,28
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,815.864,15.0832,32
OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,812.16,235.5264,9
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,803.692,157.7056,24
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,803.464,125.0166,31
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,802.074,106.47,14
TEC-AC-10001714,Logitech�MX Performance Wireless Mouse,Technology,Accessories,789.822,211.8159,23
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,Furnishings,786.9,147.9372,14
OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,783.608,299.85,22
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,780.456,49.5128,67
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,779.87,14.9975,17
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,778.736,42.536,50
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings,775.612,135.932,20
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,773.742,286.7044,28
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,770.112,162.5792,16
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,767.232,354.2454,39
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,764.7,76.9798,19
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,763.668,-222.7365,15
TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories,759.936,78.3684,14
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,759.122,166.84,20
TEC-PH-10004531,AT&T CL2909,Technology,Phones,755.94,50.396,8
OFF-PA-10002581,Xerox 1951,Office Supplies,Paper,755.912,244.742,30
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,754.7336,-294.7672,16
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,753.182,284.0692,43
TEC-PH-10002085,Clarity 53712,Technology,Phones,752.286,68.6296,14
OFF-BI-10002026,Ibico Recycled Linen-Style Covers,Office Supplies,Binders,749.952,262.4832,24
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,748.8608,24.1568,6
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,746.834,302.3328,19
TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces�Headset,Technology,Phones,746.17,163.618,18
OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,743.432,328.6752,16
TEC-PH-10002923,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",Technology,Phones,739.8,64.7325,25
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,737.754,89.97,15
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,729.234,48.6156,4
TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,Technology,Phones,727.944,90.993,7
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,723.842,-133.1092,21
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,Technology,Machines,723.51,-506.457,6
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,721.744,314.7352,33
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,718.65,280.2735,45
TEC-PH-10001198,Avaya 4621SW VoIP phone,Technology,Phones,709.92,79.866,12
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,709.5,205.755,30
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,708.0,120.36,12
FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,705.32,151.3232,6
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,705.208,111.538,22
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,704.691,39.3714,44
TEC-MA-10001695,Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,703.71,-938.28,6
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,702.44,123.96,14
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,699.9,17.4975,13
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,698.04,90.7452,29
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs,694.194,-158.4858,7
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,693.952,143.7472,24
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,689.77,122.959,27
TEC-PH-10000562,Samsung Convoy 3,Technology,Phones,688.138,-31.0772,9
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,685.588,115.7354,23
OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper,684.74,321.8278,14
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage,683.552,120.872,9
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,681.454,256.1922,17
FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,678.24,120.9528,51
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,675.12,290.3016,3
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,673.87,72.0785,17
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,671.808,153.956,20
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,669.496,234.3236,26
OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders,667.993,182.6042,32
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,665.676,43.706,25
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,664.832,-78.016,15
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,661.942,-9.245,33
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,659.934,75.9924,8
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,653.984,210.864,29
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,653.121,-148.3962,22
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,651.44,302.728,14
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,649.376,-97.4064,14
TEC-MA-10001856,Okidata C610n Printer,Technology,Machines,649.0,-272.58,2
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,647.84,168.4384,8
OFF-LA-10002762,Avery 485,Office Supplies,Labels,639.03,300.3441,51
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,638.82,34.0704,12
FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,636.608,179.2896,22
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,632.52,309.9348,12
OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,631.68,176.8704,16
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,626.538,212.298,25
TEC-PH-10004080,Avaya 5410 Digital phone,Technology,Phones,625.508,-10.8784,13
OFF-PA-10001736,Xerox 1880,Office Supplies,Paper,623.744,285.6464,18
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,618.562,120.3337,27
TEC-PH-10001527,Plantronics MX500i Earset,Technology,Phones,618.48,-6.4425,15
OFF-PA-10004039,Xerox 1882,Office Supplies,Paper,615.78,273.1824,12
OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,615.552,279.1968,12
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,614.058,127.446,35
OFF-ST-10000777,"Companion Letter/Legal File, Black",Office Supplies,Storage,611.712,149.5296,17
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,611.054,106.514,36
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,610.98,274.941,17
TEC-PH-10003092,Motorola L804,Technology,Phones,607.068,-13.3371,19
TEC-PH-10002597,Xblue XB-1670-86 X16 Small�Office Telephone�- Titanium,Technology,Phones,604.752,132.2895,5
OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,603.54,279.736,13
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,600.468,47.3096,8
TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,Machines,600.0,218.4,6
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,599.88,-23.9952,13
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,598.308,-57.372,16
TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines,597.132,49.761,3
OFF-PA-10002923,Xerox 1942,Office Supplies,Paper,597.068,278.958,13
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,596.622,45.894,10
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,593.84,260.8328,27
TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,Technology,Accessories,591.852,183.954,15
TEC-PH-10000675,Panasonic KX TS3282B Corded phone,Technology,Phones,590.328,44.2746,9
OFF-PA-10001790,Xerox 1910,Office Supplies,Paper,586.088,236.3568,14
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,583.637,55.2482,48
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,582.676,57.3278,13
OFF-ST-10000676,Fellowes Econo/Stor Drawers,Office Supplies,Storage,581.58,-56.2194,7
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,581.172,81.568,14
TEC-MA-10001016,Canon PC170 Desktop Personal Copier,Technology,Machines,575.82,67.179,6
OFF-PA-10003790,Xerox 1991,Office Supplies,Paper,575.568,254.8944,26
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,575.46,107.4192,12
OFF-LA-10001474,Avery 477,Office Supplies,Labels,573.964,244.24,20
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,573.648,126.8064,16
OFF-PA-10002319,Xerox 1944,Office Supplies,Paper,573.648,257.3664,16
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,571.714,218.2908,34
TEC-AC-10004595,First Data TMFD35 PIN Pad,Technology,Accessories,571.2,119.952,4
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,570.78,225.0504,24
OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Binders,569.24,162.64,19
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,565.386,140.9368,14
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,563.812,66.2779,21
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,563.03,56.303,13
OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,558.74,101.003,15
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,557.814,107.6641,19
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,556.452,126.1611,39
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,554.24,157.9584,22
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,552.706,177.6555,19
TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,551.908,89.985,11
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,551.448,91.1088,36
TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,549.89,120.9758,13
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,546.816,61.5168,12
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,546.192,17.4478,17
